lat,lon,k12,fire_station
51.52016412,-0.15577376,4.0,2.0
51.49737811,-0.13652399,9.0,7.0
51.51580618,-0.1645977,10.0,11.0
51.48266649,-0.17313031,5.0,5.0
51.53991276,-0.15353306,3.0,2.0
51.51387324,-0.15602798,4.0,0.0
51.54671416,-0.12873885,7.0,6.0
51.53240405,-0.13365145,7.0,2.0
51.49486447,-0.14815173,9.0,5.0
51.54883158,-0.14884481,3.0,6.0
51.54487867,-0.18361855,1.0,3.0
51.54919312,-0.1719078,3.0,3.0
51.53191878,-0.10339313,11.0,4.0
51.51167095,-0.18782274,10.0,11.0
51.51940718,-0.10823746,11.0,9.0
51.51187049,-0.20078538,8.0,8.0
51.53095013,-0.09910803,11.0,4.0
51.55187537,-0.11410249,2.0,1.0
51.54753012,-0.1806283,1.0,3.0
51.5276691,-0.17565386,10.0,11.0
51.55244906,-0.15014039,3.0,6.0
51.54332555,-0.14185749,7.0,6.0
51.52383077,-0.10372936,11.0,9.0
51.52261089,-0.19747882,8.0,11.0
51.54903994,-0.10556559,2.0,4.0
51.51710771,-0.19048953,10.0,11.0
51.54204837,-0.17507853,1.0,3.0
51.55383457,-0.12411901,6.0,1.0
51.49104151,-0.13390141,9.0,7.0
51.55390362,-0.12844371,6.0,1.0
51.52578193,-0.16996286,10.0,11.0
51.52407427,-0.1757976,10.0,11.0
51.53085391,-0.20724546,8.0,10.0
51.50187392,-0.19397504,5.0,8.0
51.53080984,-0.20436366,8.0,10.0
51.49198598,-0.13674396,9.0,7.0
51.52957017,-0.12511695,7.0,2.0
51.51598591,-0.17612095,10.0,11.0
51.51256966,-0.18778706,10.0,11.0
51.55904144,-0.1123634,2.0,1.0
51.52800214,-0.13959829,7.0,2.0
51.51164248,-0.12873577,0.0,0.0
51.55359661,-0.16596129,3.0,6.0
51.52822372,-0.21167389,8.0,10.0
51.52348583,-0.1383409,7.0,2.0
51.5146585,-0.14878991,4.0,0.0
51.54563102,-0.1172453,2.0,1.0
51.49299881,-0.14390559,9.0,7.0
51.54883158,-0.14884481,3.0,6.0
51.48637319,-0.18018413,5.0,5.0
51.5572209,-0.11099611,2.0,1.0
51.51377818,-0.20791632,8.0,10.0
51.5388549,-0.14348168,7.0,6.0
51.56311936,-0.14249336,6.0,6.0
51.54330272,-0.14041626,7.0,6.0
51.55500849,-0.14138125,6.0,6.0
51.51456665,-0.20067909,8.0,10.0
51.51708051,-0.13139549,0.0,0.0
51.51387324,-0.15602798,4.0,0.0
51.53556003,-0.10612559,11.0,4.0
51.52507674,-0.1253016,0.0,2.0
51.55666856,-0.13265796,6.0,6.0
51.48834545,-0.13401151,9.0,7.0
51.56828228,-0.12785333,6.0,1.0
51.50984511,-0.12880946,0.0,0.0
51.53961646,-0.13479835,7.0,2.0
51.51721858,-0.19769183,8.0,10.0
51.51382215,-0.21079705,8.0,10.0
51.54207078,-0.17651977,1.0,3.0
51.52537453,-0.14403027,4.0,2.0
51.5572209,-0.11099611,2.0,1.0
51.54606722,-0.14463027,3.0,6.0
51.51578363,-0.1631573,4.0,11.0
51.56180698,-0.11657722,2.0,1.0
51.4901199,-0.13249855,9.0,7.0
51.51864754,-0.11691733,0.0,0.0
51.51330167,-0.12002036,0.0,0.0
51.55353319,-0.10537893,2.0,1.0
51.49203168,-0.13962321,9.0,7.0
51.48834545,-0.13401151,9.0,7.0
51.51175714,-0.13593698,0.0,0.0
51.5230283,-0.22485122,8.0,10.0
51.54606303,-0.08838198,11.0,4.0
51.49268651,-0.18137322,5.0,5.0
51.51270157,-0.13878083,4.0,0.0
51.5253472,-0.08636688,11.0,9.0
51.54044635,-0.13043815,7.0,2.0
51.56385788,-0.13236348,6.0,6.0
51.50636501,-0.13615716,0.0,0.0
51.49466198,-0.19281962,5.0,8.0
51.49172075,-0.17709003,5.0,5.0
51.53972557,-0.0857635,11.0,4.0
51.54383367,-0.11731953,2.0,1.0
51.49470632,-0.19569914,5.0,8.0
51.53133106,-0.17983276,10.0,11.0
51.55036004,-0.18916971,1.0,3.0
51.53982191,-0.1477685,3.0,6.0
51.51928806,-0.15725059,4.0,11.0
51.52878638,-0.13235774,7.0,2.0
51.54995677,-0.16322293,3.0,6.0
51.53676799,-0.18249966,1.0,3.0
51.51516821,-0.12426734,0.0,0.0
51.54383367,-0.11731953,2.0,1.0
51.54069474,-0.09004914,11.0,4.0
51.53853396,-0.12330643,7.0,2.0
51.51535468,-0.1934416,8.0,11.0
51.52286217,-0.09944502,11.0,9.0
51.51831578,-0.21062086,8.0,10.0
51.52362038,-0.09076403,11.0,9.0
51.483744,-0.1846096,5.0,5.0
51.53076667,-0.14381088,7.0,2.0
51.52652678,-0.10361731,11.0,4.0
51.52896929,-0.14388401,7.0,2.0
51.49016572,-0.13537768,9.0,7.0
51.5423383,-0.19381469,1.0,3.0
51.51607536,-0.18188261,10.0,11.0
51.52578193,-0.16996286,10.0,11.0
51.55858171,-0.19749928,1.0,3.0
51.52382678,-0.15995039,4.0,11.0
51.52811367,-0.2044698,8.0,10.0
51.51746803,-0.15588273,4.0,11.0
51.49232706,-0.15833853,9.0,5.0
51.51568544,-0.21504785,8.0,10.0
51.51986822,-0.13704707,0.0,2.0
51.52560481,-0.10221401,11.0,4.0
51.52876343,-0.13091696,7.0,2.0
51.48990095,-0.17572217,5.0,5.0
51.55669549,-0.1918034,1.0,3.0
51.51546612,-0.14299197,4.0,0.0
51.53076667,-0.14381088,7.0,2.0
51.54253897,-0.09285621,11.0,4.0
51.54855747,-0.13154787,6.0,6.0
51.52671254,-0.11514282,0.0,2.0
51.54943907,-0.18776391,1.0,3.0
51.54474448,-0.17497061,1.0,3.0
51.49367439,-0.18709629,5.0,8.0
51.52131088,-0.17158367,10.0,11.0
51.49034826,-0.14689427,9.0,5.0
51.51458874,-0.20211946,8.0,10.0
51.52526034,-0.13682689,7.0,2.0
51.52843305,-0.16697309,10.0,11.0
51.55615912,-0.1009421,2.0,1.0
51.54563102,-0.1172453,2.0,1.0
51.53890047,-0.14636389,7.0,6.0
51.53076667,-0.14381088,7.0,2.0
51.51597461,-0.11846894,0.0,0.0
51.48940403,-0.14405161,9.0,5.0
51.53901468,-0.09732979,11.0,4.0
51.55682867,-0.14274963,6.0,6.0
51.53575744,-0.17533029,10.0,3.0
51.50658839,-0.20819859,8.0,10.0
51.49034826,-0.14689427,9.0,5.0
51.51384411,-0.21223741,8.0,10.0
51.57263713,-0.11901599,6.0,1.0
51.54383367,-0.11731953,2.0,1.0
51.54468605,-0.11439988,2.0,1.0
51.49034826,-0.14689427,9.0,5.0
51.51320007,-0.17046739,10.0,11.0
51.51378252,-0.15026668,4.0,0.0
51.483744,-0.1846096,5.0,5.0
51.48922528,-0.19015377,5.0,5.0
51.52034473,-0.16729804,10.0,11.0
51.52247262,-0.13117466,0.0,2.0
51.53714711,-0.09308172,11.0,4.0
51.52290547,-0.15854602,4.0,11.0
51.52429742,-0.19020437,10.0,11.0
51.54217475,-0.12604086,7.0,6.0
51.51550953,-0.20352448,8.0,10.0
51.5605372,-0.14981217,3.0,6.0
51.52966212,-0.13088015,7.0,2.0
51.55339315,-0.15298706,3.0,6.0
51.50931175,-0.15188896,4.0,0.0
51.49113357,-0.19728077,5.0,8.0
51.54383367,-0.11731953,2.0,1.0
51.54383367,-0.11731953,2.0,1.0
51.54721553,-0.16044878,3.0,6.0
51.52016412,-0.15577376,4.0,2.0
51.51360026,-0.13874418,4.0,0.0
51.56173741,-0.11225186,2.0,1.0
51.55093031,-0.11125676,2.0,1.0
51.55716882,-0.16437497,3.0,6.0
51.51164248,-0.12873577,0.0,0.0
51.50180732,-0.18965511,5.0,8.0
51.54573271,-0.18070004,1.0,3.0
51.51149237,-0.17630051,10.0,11.0
51.51629632,-0.13863422,4.0,0.0
51.49104151,-0.13390141,9.0,7.0
51.52339425,-0.13257846,0.0,2.0
51.4930898,-0.14966425,9.0,5.0
51.49158618,-0.16845217,5.0,5.0
51.48569515,-0.13700045,9.0,7.0
51.53125219,-0.11783885,7.0,2.0
51.50475013,-0.14775075,4.0,0.0
51.4872272,-0.17726932,5.0,5.0
51.54026209,-0.11890907,2.0,4.0
51.56530881,-0.11066121,2.0,1.0
51.52113477,-0.1038414,11.0,9.0
51.49351818,-0.1770183,5.0,5.0
51.51892735,-0.19185875,8.0,11.0
51.52072478,-0.19178754,8.0,11.0
51.51301116,-0.21659366,8.0,10.0
51.50800176,-0.12600289,0.0,0.0
51.54613352,-0.09270583,11.0,4.0
51.53216263,-0.17547412,10.0,11.0
51.56392663,-0.13668914,6.0,6.0
51.52168846,-0.13841424,4.0,2.0
51.51244912,-0.12293788,0.0,0.0
51.52933905,-0.1107091,11.0,4.0
51.50885439,-0.12308571,0.0,0.0
51.5135774,-0.13730388,0.0,0.0
51.52288285,-0.1571054,4.0,11.0
51.52874648,-0.18714442,10.0,11.0
51.51244912,-0.12293788,0.0,0.0
51.52108546,-0.157178,4.0,11.0
51.51270157,-0.13878083,4.0,0.0
51.56549414,-0.12219635,6.0,1.0
51.54460966,-0.16632276,3.0,3.0
51.5219546,-0.21336112,8.0,10.0
51.49870828,-0.16384427,5.0,5.0
51.52235766,-0.1239718,0.0,2.0
51.54869484,-0.14019631,7.0,6.0
51.51085845,-0.13597368,0.0,0.0
51.56325593,-0.15114464,3.0,6.0
51.54383367,-0.11731953,2.0,1.0
51.54952492,-0.13583533,6.0,6.0
51.54622631,-0.15471965,3.0,6.0
51.52659059,-0.16416384,10.0,11.0
51.53523732,-0.14218702,7.0,2.0
51.54996189,-0.10696968,2.0,4.0
51.56572396,-0.13661568,6.0,6.0
51.56019433,-0.12818542,6.0,1.0
51.55406411,-0.13853473,6.0,6.0
51.48437406,-0.16730087,5.0,5.0
51.49730941,-0.13220463,9.0,7.0
51.51580618,-0.1645977,10.0,11.0
51.5207669,-0.13701038,0.0,2.0
51.53302643,-0.11632378,11.0,2.0
51.51167095,-0.18782274,10.0,11.0
51.53146488,-0.18847817,1.0,11.0
51.51522125,-0.18479919,10.0,11.0
51.55858171,-0.19749928,1.0,3.0
51.54150533,-0.14048955,7.0,6.0
51.52180058,-0.20327678,8.0,10.0
51.49659358,-0.14375951,9.0,7.0
51.49661636,-0.14519929,9.0,5.0
51.50027531,-0.20700553,8.0,8.0
51.50481827,-0.15207088,4.0,0.0
51.52020938,-0.15865483,4.0,11.0
51.543257,-0.13753378,7.0,6.0
51.4902343,-0.13969639,9.0,7.0
51.55155038,-0.15017685,3.0,6.0
51.53799883,-0.09016206,11.0,9.0
51.52162349,-0.19175192,8.0,11.0
51.55002436,-0.16754734,3.0,6.0
51.5207669,-0.13701038,0.0,2.0
51.51968463,-0.12552311,0.0,0.0
51.53735736,-0.10605094,11.0,4.0
51.51762611,-0.16596587,10.0,11.0
51.52201014,-0.10236352,11.0,9.0
51.52325634,-0.12393484,0.0,2.0
51.55011426,-0.17331326,3.0,3.0
51.51896952,-0.13708376,0.0,0.0
51.50081956,-0.18393095,5.0,8.0
51.49151865,-0.16413327,5.0,5.0
51.52308582,-0.170071,10.0,11.0
51.51973064,-0.1284041,0.0,0.0
51.49915261,-0.13501079,9.0,7.0
51.52530607,-0.13970823,7.0,2.0
51.52333194,-0.18591806,10.0,11.0
51.49349579,-0.17557861,5.0,5.0
51.54602161,-0.14174761,7.0,6.0
51.52330238,-0.12681604,0.0,2.0
51.49823102,-0.13360769,9.0,7.0
51.51730908,-0.14579967,4.0,0.0
51.49823102,-0.13360769,9.0,7.0
51.54383367,-0.11731953,2.0,1.0
51.54926041,-0.17623218,1.0,3.0
51.51298926,-0.21515332,8.0,10.0
51.53584695,-0.18109445,1.0,3.0
51.53074359,-0.20004096,8.0,10.0
51.52223202,-0.17298826,10.0,11.0
51.54673714,-0.13018019,7.0,6.0
51.51719644,-0.19625138,8.0,11.0
51.53934029,-0.11750504,2.0,4.0
51.51802505,-0.13423956,0.0,0.0
51.52357714,-0.14410339,4.0,2.0
51.52415503,-0.1238979,0.0,2.0
51.52474806,-0.16135482,4.0,11.0
51.51989108,-0.13848758,4.0,2.0
51.56332397,-0.1554703,3.0,6.0
51.51101823,-0.14605525,4.0,0.0
51.5470342,-0.14891779,3.0,6.0
51.5478634,-0.20224961,1.0,3.0
51.53364611,-0.09899566,11.0,4.0
51.52225445,-0.17442887,10.0,11.0
51.51490748,-0.16463385,10.0,11.0
51.5494168,-0.18632244,1.0,3.0
51.5497046,-0.09111413,11.0,4.0
51.5213667,-0.11824661,0.0,0.0
51.48095862,-0.17895931,5.0,5.0
51.51288383,-0.1503031,4.0,0.0
51.51910441,-0.20338295,8.0,10.0
51.51341686,-0.12722178,0.0,0.0
51.54539868,-0.10283237,2.0,4.0
51.56431703,-0.10493101,2.0,1.0
51.54346106,-0.09425983,11.0,4.0
51.50989576,-0.18933432,10.0,8.0
51.54678744,-0.19075386,1.0,3.0
51.49533797,-0.17838633,5.0,5.0
51.49075484,-0.17280704,5.0,5.0
51.49571767,-0.14523579,9.0,5.0
51.50647921,-0.14335756,4.0,0.0
51.52155679,-0.18743011,10.0,11.0
51.52648016,-0.10073595,11.0,4.0
51.48466499,-0.18601339,5.0,5.0
51.53615882,-0.14359143,7.0,2.0
51.49369172,-0.13091195,9.0,7.0
51.53076667,-0.14381088,7.0,2.0
51.53076667,-0.14381088,7.0,2.0
51.49567209,-0.1423563,9.0,7.0
51.52011323,-0.21055037,8.0,10.0
51.51597461,-0.11846894,0.0,0.0
51.50703397,-0.12171953,0.0,0.0
51.49697842,-0.16823595,5.0,5.0
51.55272763,-0.11118228,2.0,1.0
51.53309574,-0.12064648,7.0,2.0
51.54270271,-0.10294456,2.0,4.0
51.50975307,-0.12304876,0.0,0.0
51.49338359,-0.1683801,5.0,5.0
51.5253472,-0.08636688,11.0,9.0
51.48922122,-0.13253528,9.0,7.0
51.51164248,-0.12873577,0.0,0.0
51.52578193,-0.16996286,10.0,11.0
51.49553495,-0.13371786,9.0,7.0
51.5135774,-0.13730388,0.0,0.0
51.52962292,-0.18566787,10.0,11.0
51.4929532,-0.14102628,9.0,7.0
51.51159649,-0.1258553,0.0,0.0
51.53238583,-0.18988342,1.0,11.0
51.51339386,-0.1257815,0.0,0.0
51.51802505,-0.13423956,0.0,0.0
51.51580618,-0.1645977,10.0,11.0
51.54325919,-0.19522038,1.0,3.0
51.48639553,-0.18162362,5.0,5.0
51.52011323,-0.21055037,8.0,10.0
51.54939451,-0.18488096,1.0,3.0
51.485718,-0.13843988,9.0,7.0
51.55415541,-0.14430108,6.0,6.0
51.51535468,-0.1934416,8.0,11.0
51.53993671,-0.09873339,11.0,4.0
51.53362274,-0.09755475,11.0,4.0
51.53196535,-0.10627485,11.0,4.0
51.49720241,-0.18263411,5.0,8.0
51.51389587,-0.15746831,4.0,0.0
51.48978876,-0.16852423,5.0,5.0
51.54207078,-0.17651977,1.0,3.0
51.50176283,-0.18677515,5.0,8.0
51.55092306,-0.16751123,3.0,3.0
51.54599878,-0.14030629,7.0,6.0
51.55383457,-0.12411901,6.0,1.0
51.53936341,-0.11894615,2.0,4.0
51.51519123,-0.12570769,0.0,0.0
51.53791058,-0.14063612,7.0,6.0
51.51746803,-0.15588273,4.0,11.0
51.54735888,-0.11284702,2.0,1.0
51.51256413,-0.1301392,0.0,0.0
51.52822372,-0.21167389,8.0,10.0
51.48576367,-0.14131874,9.0,7.0
51.56021732,-0.12962718,6.0,1.0
51.5580963,-0.10951723,2.0,1.0
51.53129838,-0.12072054,7.0,2.0
51.49181012,-0.18284865,5.0,5.0
51.53007482,-0.10058628,11.0,4.0
51.52173415,-0.14129536,4.0,2.0
51.51447608,-0.13726719,0.0,0.0
51.48095862,-0.17895931,5.0,5.0
51.5288093,-0.13379851,7.0,2.0
51.52212643,-0.10956623,11.0,0.0
51.52164569,-0.19319251,8.0,11.0
51.51481718,-0.15887239,4.0,0.0
51.52719152,-0.08917288,11.0,9.0
51.51695173,-0.18040635,10.0,11.0
51.5317306,-0.20576919,8.0,10.0
51.49654797,-0.14087996,9.0,7.0
51.54494553,-0.18794253,1.0,3.0
51.55413262,-0.14285948,6.0,6.0
51.55431507,-0.09813384,2.0,4.0
51.4902343,-0.13969639,9.0,7.0
51.50901527,-0.13316676,0.0,0.0
51.53166536,-0.14377431,7.0,2.0
51.52497298,-0.17576168,10.0,11.0
51.51560263,-0.15163421,4.0,0.0
51.51995897,-0.20046645,8.0,10.0
51.49219111,-0.14970065,9.0,5.0
51.52127414,-0.11248451,0.0,0.0
51.50452568,-0.19098825,5.0,8.0
51.55676017,-0.13842462,6.0,6.0
51.51788727,-0.12559695,0.0,0.0
51.53598067,-0.18974073,1.0,3.0
51.51164248,-0.12873577,0.0,0.0
51.52068033,-0.18890639,10.0,11.0
51.54374102,-0.11155457,2.0,4.0
51.48464271,-0.18457395,5.0,5.0
51.51062869,-0.1215716,0.0,0.0
51.51597461,-0.11846894,0.0,0.0
51.52315316,-0.17439291,10.0,11.0
51.49274711,-0.12806943,9.0,7.0
51.53732984,-0.16084756,3.0,11.0
51.54009362,-0.16506228,3.0,3.0
51.55920351,-0.12245538,6.0,1.0
51.56754418,-0.13798421,6.0,6.0
51.52467271,-0.21469624,8.0,10.0
51.55759017,-0.13406284,6.0,6.0
51.48657097,-0.13552435,9.0,7.0
51.51062869,-0.1215716,0.0,0.0
51.54724263,-0.10564025,2.0,4.0
51.51353162,-0.13442326,0.0,0.0
51.51353162,-0.13442326,0.0,0.0
51.51578363,-0.1631573,4.0,11.0
51.52228848,-0.11965011,0.0,2.0
51.51686221,-0.17464459,10.0,11.0
51.51746803,-0.15588273,4.0,11.0
51.51346282,-0.13010238,0.0,0.0
51.51263293,-0.13446,0.0,0.0
51.50818526,-0.13752391,0.0,0.0
51.5259524,-0.123824,0.0,2.0
51.55542359,-0.11107058,2.0,1.0
51.50275045,-0.19249948,5.0,8.0
51.55383457,-0.12411901,6.0,1.0
51.49196309,-0.13530433,9.0,7.0
51.51077223,-0.18785841,10.0,11.0
51.52456593,-0.09360765,11.0,9.0
51.54721553,-0.16044878,3.0,6.0
51.5185923,-0.17025121,10.0,11.0
51.49902213,-0.18400244,5.0,8.0
51.48922122,-0.13253528,9.0,7.0
51.48525024,-0.16582543,5.0,5.0
51.49457311,-0.18706062,5.0,8.0
51.51461301,-0.14590922,4.0,0.0
51.54025096,-0.17515047,1.0,3.0
51.55991687,-0.11088449,2.0,1.0
51.51544332,-0.1415516,4.0,0.0
51.48578647,-0.14275816,9.0,7.0
51.52119839,-0.16438081,10.0,11.0
51.50484095,-0.15351092,4.0,0.0
51.51594109,-0.17324012,10.0,11.0
51.48933561,-0.13973298,9.0,7.0
51.53226622,-0.12500613,7.0,2.0
51.51337083,-0.12434121,0.0,0.0
51.53226622,-0.12500613,7.0,2.0
51.51164248,-0.12873577,0.0,0.0
51.51256966,-0.18778706,10.0,11.0
51.56994118,-0.11912722,6.0,1.0
51.54171016,-0.15346028,3.0,2.0
51.4930898,-0.14966425,9.0,5.0
51.52108546,-0.157178,4.0,2.0
51.52754169,-0.11078353,11.0,4.0
51.5185923,-0.17025121,10.0,11.0
51.55079059,-0.10260802,2.0,4.0
51.50823096,-0.14040418,4.0,0.0
51.51596351,-0.17468054,10.0,11.0
51.54685175,-0.13738692,7.0,6.0
51.51395366,-0.21943929,8.0,10.0
51.52044491,-0.11684317,0.0,0.0
51.50728657,-0.13756057,0.0,0.0
51.52699355,-0.1900974,10.0,11.0
51.51157347,-0.12441508,0.0,0.0
51.48713757,-0.1715113,5.0,5.0
51.56761271,-0.14231024,6.0,6.0
51.52037547,-0.11252168,0.0,0.0
51.54175548,-0.15634269,3.0,2.0
51.53880927,-0.14059949,7.0,6.0
51.54674295,-0.18787108,1.0,3.0
51.55579678,-0.19183904,1.0,3.0
51.5253942,-0.08924817,11.0,9.0
51.54476689,-0.17641194,1.0,3.0
51.51366874,-0.14306511,4.0,0.0
51.5084584,-0.15480565,4.0,0.0
51.53551344,-0.10324364,11.0,4.0
51.50730943,-0.13900068,4.0,0.0
51.48008227,-0.18043437,5.0,5.0
51.52070256,-0.19034696,10.0,11.0
51.49481897,-0.14527228,9.0,5.0
51.5262276,-0.14111229,7.0,2.0
51.53072105,-0.14092918,7.0,2.0
51.54922571,-0.11709684,2.0,1.0
51.56404084,-0.14389864,6.0,6.0
51.51155947,-0.18062134,10.0,11.0
51.5416193,-0.14769549,3.0,6.0
51.5692269,-0.13070052,6.0,1.0
51.49108729,-0.1367806,9.0,7.0
51.51544332,-0.1415516,4.0,0.0
51.55210626,-0.1285175,6.0,6.0
51.57268336,-0.12190024,6.0,1.0
51.51205319,-0.15466032,4.0,0.0
51.49320315,-0.15686262,9.0,5.0
51.48942681,-0.14549116,9.0,5.0
51.52483824,-0.16711754,10.0,11.0
51.53466136,-0.10616291,11.0,4.0
51.55871712,-0.14844335,3.0,6.0
51.48926703,-0.13541435,9.0,7.0
51.53286402,-0.10623753,11.0,4.0
51.54913301,-0.11133121,2.0,1.0
51.5255815,-0.10077335,11.0,9.0
51.50797874,-0.12456278,0.0,0.0
51.52712661,-0.19874205,8.0,10.0
51.49827904,-0.19411722,5.0,8.0
51.5170116,-0.12707427,0.0,0.0
51.52633981,-0.09209188,11.0,9.0
51.52155679,-0.18743011,10.0,11.0
51.48578647,-0.14275816,9.0,7.0
51.49264184,-0.17849385,5.0,5.0
51.54523488,-0.09274343,11.0,4.0
51.51438933,-0.18915606,10.0,11.0
51.5146585,-0.14878991,4.0,0.0
51.54609,-0.14607161,3.0,6.0
51.49273113,-0.18425258,5.0,5.0
51.52735549,-0.09925782,11.0,9.0
51.52293211,-0.10376672,11.0,9.0
51.51081264,-0.13309325,0.0,0.0
51.54689835,-0.19796085,1.0,3.0
51.51862442,-0.1154769,0.0,0.0
51.51360026,-0.13874418,4.0,0.0
51.51537478,-0.13723051,0.0,0.0
51.51495252,-0.1675146,10.0,11.0
51.56574684,-0.13805762,6.0,6.0
51.51670488,-0.16456156,10.0,11.0
51.54493977,-0.1302539,7.0,6.0
51.51254116,-0.12869893,0.0,0.0
51.55705777,-0.10090469,2.0,1.0
51.53132145,-0.12216138,7.0,2.0
51.55348375,-0.15875337,3.0,6.0
51.53532635,-0.09171592,11.0,4.0
51.51553158,-0.20496489,8.0,10.0
51.51580618,-0.1645977,10.0,11.0
51.51078971,-0.13165303,0.0,0.0
51.5216427,-0.13553312,0.0,2.0
51.51330167,-0.12002036,0.0,0.0
51.53669046,-0.12049836,7.0,4.0
51.48349784,-0.16877625,5.0,5.0
51.53474646,-0.16816124,3.0,11.0
51.52723847,-0.09205429,11.0,9.0
51.52210776,-0.22344554,8.0,10.0
51.52265513,-0.20036011,8.0,11.0
51.5554165,-0.16733064,3.0,6.0
51.5464834,-0.11432553,2.0,1.0
51.51955834,-0.17453673,10.0,11.0
51.49466198,-0.19281962,5.0,8.0
51.56143587,-0.14977569,3.0,6.0
51.51495252,-0.1675146,10.0,11.0
51.49394304,-0.14674847,9.0,5.0
51.55761307,-0.13550452,6.0,6.0
51.54049224,-0.13332044,7.0,2.0
51.53689748,-0.13346757,7.0,2.0
51.5146585,-0.14878991,4.0,0.0
51.55156852,-0.20931569,1.0,3.0
51.56098821,-0.17864855,1.0,3.0
51.51240299,-0.12005738,0.0,0.0
51.54525954,-0.15043208,3.0,6.0
51.54936421,-0.12574534,6.0,1.0
51.56892664,-0.11195428,2.0,1.0
51.51746803,-0.15588273,4.0,11.0
51.53376269,-0.10620021,11.0,4.0
51.4958086,-0.15099479,9.0,5.0
51.55563192,-0.12404503,6.0,1.0
51.54065228,-0.14340851,7.0,6.0
51.53488114,-0.17680726,10.0,11.0
51.51544332,-0.1415516,4.0,0.0
51.50910798,-0.19657101,8.0,8.0
51.49540498,-0.18270564,5.0,8.0
51.50995977,-0.13601039,0.0,0.0
51.51067479,-0.12445201,0.0,0.0
51.54409131,-0.19086086,1.0,3.0
51.5255815,-0.10077335,11.0,9.0
51.49956187,-0.16092836,4.0,5.0
51.55359661,-0.16596129,3.0,6.0
51.53505972,-0.18833538,1.0,11.0
51.54952492,-0.13583533,6.0,6.0
51.50890045,-0.125966,0.0,0.0
51.5232333,-0.12249426,0.0,2.0
51.50932853,-0.2109732,8.0,10.0
51.55275084,-0.11262381,2.0,1.0
51.51982242,-0.13416608,0.0,0.0
51.52823079,-0.09777965,11.0,9.0
51.49558288,-0.19422384,5.0,8.0
51.49295314,-0.19864954,5.0,8.0
51.54991527,-0.10408683,2.0,4.0
51.50009706,-0.13785384,9.0,0.0
51.49423729,-0.16546463,5.0,5.0
51.49737811,-0.13652399,9.0,7.0
51.52947794,-0.11935379,7.0,2.0
51.57185389,-0.12626358,6.0,1.0
51.57351264,-0.11753678,6.0,1.0
51.51838936,-0.15728688,4.0,11.0
51.52566933,-0.16275931,10.0,11.0
51.52362269,-0.14698465,4.0,2.0
51.51389587,-0.15746831,4.0,0.0
51.51298926,-0.21515332,8.0,10.0
51.54143674,-0.136166,7.0,6.0
51.52650347,-0.10217662,11.0,4.0
51.5471703,-0.15756602,3.0,6.0
51.55187537,-0.11410249,2.0,1.0
51.53060667,-0.13372498,7.0,2.0
51.56123063,-0.13679933,6.0,6.0
51.5332339,-0.12929193,7.0,2.0
51.52551143,-0.09645141,11.0,9.0
51.53816276,-0.10024939,11.0,4.0
51.54134503,-0.1304013,7.0,6.0
51.53242696,-0.13509234,7.0,2.0
51.51067479,-0.12445201,0.0,0.0
51.50158418,-0.17525544,5.0,8.0
51.54281225,-0.16639504,3.0,3.0
51.51440739,-0.1329462,0.0,0.0
51.52339425,-0.13257846,0.0,2.0
51.50797874,-0.12456278,0.0,0.0
51.48459811,-0.18169509,5.0,5.0
51.53606749,-0.13782737,7.0,2.0
51.52447206,-0.0878452,11.0,9.0
51.51256966,-0.18778706,10.0,11.0
51.54721932,-0.10419891,2.0,4.0
51.49385189,-0.14098972,9.0,7.0
51.54178072,-0.10154077,11.0,4.0
51.52166787,-0.19463312,8.0,11.0
51.51339386,-0.1257815,0.0,0.0
51.50883134,-0.12164557,0.0,0.0
51.51149237,-0.17630051,10.0,11.0
51.52053725,-0.12260519,0.0,0.0
51.52157904,-0.18887071,10.0,11.0
51.51771605,-0.1717277,10.0,11.0
51.49744666,-0.14084338,9.0,7.0
51.52701192,-0.13387205,7.0,2.0
51.51256413,-0.1301392,0.0,0.0
51.54791015,-0.14743991,3.0,6.0
51.49198598,-0.13674396,9.0,7.0
51.52824568,-0.21311471,8.0,10.0
51.5287175,-0.12803543,7.0,2.0
51.51164248,-0.12873577,0.0,0.0
51.56929571,-0.13502667,6.0,1.0
51.50970695,-0.12016841,0.0,0.0
51.50982212,-0.12736928,0.0,0.0
51.51299717,-0.15750459,4.0,0.0
51.56268246,-0.1150983,2.0,1.0
51.50710308,-0.12603979,0.0,0.0
51.56938722,-0.14079492,6.0,6.0
51.49823466,-0.19123748,5.0,8.0
51.51149237,-0.17630051,10.0,11.0
51.51732902,-0.20489418,8.0,10.0
51.54476689,-0.17641194,1.0,3.0
51.51647862,-0.15015741,4.0,0.0
51.51159649,-0.1258553,0.0,0.0
51.51274725,-0.14166139,4.0,0.0
51.54182333,-0.16066631,3.0,2.0
51.52663565,-0.16704532,10.0,11.0
51.52943172,-0.11647221,11.0,2.0
51.51831578,-0.21062086,8.0,10.0
51.49834536,-0.14080679,9.0,7.0
51.51516821,-0.12426734,0.0,0.0
51.56434034,-0.10637286,2.0,1.0
51.51078971,-0.13165303,0.0,0.0
51.52189348,-0.15137937,4.0,2.0
51.51890514,-0.19041825,10.0,11.0
51.51072081,-0.12733241,0.0,0.0
51.52528322,-0.13826757,7.0,2.0
51.5155117,-0.1458727,4.0,0.0
51.55731369,-0.11676273,2.0,1.0
51.56991803,-0.11768518,6.0,1.0
