STATION;STATION_NAME;DATE;TAVG;TMAX;TMIN
GHCND:UKM00003772;HEATHROW UK;20150504;57;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150505;57;62;-9999
GHCND:UKM00003772;HEATHROW UK;20150506;53;59;-9999
GHCND:UKM00003772;HEATHROW UK;20150507;54;63;47
GHCND:UKM00003772;HEATHROW UK;20150508;54;-9999;46
GHCND:UKM00003772;HEATHROW UK;20150509;57;67;-9999
GHCND:UKM00003772;HEATHROW UK;20150510;57;67;-9999
GHCND:UKM00003772;HEATHROW UK;20150511;60;71;-9999
GHCND:UKM00003772;HEATHROW UK;20150512;56;65;-9999
GHCND:UKM00003772;HEATHROW UK;20150513;56;68;-9999
GHCND:UKM00003772;HEATHROW UK;20150514;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150515;52;60;-9999
GHCND:UKM00003772;HEATHROW UK;20150516;58;66;-9999
GHCND:UKM00003772;HEATHROW UK;20150517;54;64;44
GHCND:UKM00003772;HEATHROW UK;20150518;53;60;-9999
GHCND:UKM00003772;HEATHROW UK;20150519;49;58;-9999
GHCND:UKM00003772;HEATHROW UK;20150520;51;61;39
GHCND:UKM00003772;HEATHROW UK;20150521;56;69;42
GHCND:UKM00003772;HEATHROW UK;20150522;58;67;45
GHCND:UKM00003772;HEATHROW UK;20150523;58;64;-9999
GHCND:UKM00003772;HEATHROW UK;20150524;60;68;54
GHCND:UKM00003772;HEATHROW UK;20150525;56;62;48
GHCND:UKM00003772;HEATHROW UK;20150526;58;67;49
GHCND:UKM00003772;HEATHROW UK;20150527;57;69;-9999
GHCND:UKM00003772;HEATHROW UK;20150528;57;65;-9999
GHCND:UKM00003772;HEATHROW UK;20150529;52;58;-9999
GHCND:UKM00003772;HEATHROW UK;20150530;54;65;44
GHCND:UKM00003772;HEATHROW UK;20150531;55;61;-9999
GHCND:UKM00003772;HEATHROW UK;20150601;53;62;46
GHCND:UKM00003772;HEATHROW UK;20150602;59;68;51
GHCND:UKM00003772;HEATHROW UK;20150603;59;69;-9999
GHCND:UKM00003772;HEATHROW UK;20150604;62;74;47
GHCND:UKM00003772;HEATHROW UK;20150605;64;76;-9999
GHCND:UKM00003772;HEATHROW UK;20150606;57;69;-9999
GHCND:UKM00003772;HEATHROW UK;20150607;58;69;-9999
GHCND:UKM00003772;HEATHROW UK;20150608;56;66;-9999
GHCND:UKM00003772;HEATHROW UK;20150609;53;60;-9999
GHCND:UKM00003772;HEATHROW UK;20150610;57;67;49
GHCND:UKM00003772;HEATHROW UK;20150611;63;76;49
GHCND:UKM00003772;HEATHROW UK;20150612;66;78;55
GHCND:UKM00003772;HEATHROW UK;20150613;62;68;58
GHCND:UKM00003772;HEATHROW UK;20150614;58;65;-9999
GHCND:UKM00003772;HEATHROW UK;20150615;58;69;-9999
GHCND:UKM00003772;HEATHROW UK;20150616;62;76;-9999
GHCND:UKM00003772;HEATHROW UK;20150617;65;79;53
GHCND:UKM00003772;HEATHROW UK;20150618;64;72;-9999
GHCND:UKM00003772;HEATHROW UK;20150619;62;72;-9999
GHCND:UKM00003772;HEATHROW UK;20150620;62;69;55
GHCND:UKM00003772;HEATHROW UK;20150621;62;70;-9999
GHCND:UKM00003772;HEATHROW UK;20150622;58;65;52
GHCND:UKM00003772;HEATHROW UK;20150623;60;70;53
GHCND:UKM00003772;HEATHROW UK;20150624;64;76;54
GHCND:UKM00003772;HEATHROW UK;20150625;66;77;53
GHCND:UKM00003772;HEATHROW UK;20150626;67;82;56
GHCND:UKM00003772;HEATHROW UK;20150627;65;77;53
GHCND:UKM00003772;HEATHROW UK;20150628;64;71;-9999
GHCND:UKM00003772;HEATHROW UK;20150629;67;79;56
GHCND:UKM00003772;HEATHROW UK;20150630;73;87;56
GHCND:UKM00003772;HEATHROW UK;20150701;82;98;-9999
GHCND:UKM00003772;HEATHROW UK;20150702;69;79;-9999
GHCND:UKM00003772;HEATHROW UK;20150703;68;81;55
GHCND:UKM00003772;HEATHROW UK;20150704;70;81;-9999
GHCND:UKM00003772;HEATHROW UK;20150705;64;76;57
GHCND:UKM00003772;HEATHROW UK;20150706;65;75;54
GHCND:UKM00003772;HEATHROW UK;20150707;65;76;-9999
GHCND:UKM00003772;HEATHROW UK;20150708;63;71;56
GHCND:UKM00003772;HEATHROW UK;20150709;63;74;52
GHCND:UKM00003772;HEATHROW UK;20150710;68;80;55
GHCND:UKM00003772;HEATHROW UK;20150711;68;79;58
GHCND:UKM00003772;HEATHROW UK;20150712;64;73;-9999
GHCND:UKM00003772;HEATHROW UK;20150713;65;69;-9999
GHCND:UKM00003772;HEATHROW UK;20150714;66;73;62
GHCND:UKM00003772;HEATHROW UK;20150715;66;72;-9999
GHCND:UKM00003772;HEATHROW UK;20150716;67;78;59
GHCND:UKM00003772;HEATHROW UK;20150717;67;-9999;59
GHCND:UKM00003772;HEATHROW UK;20150718;64;74;-9999
GHCND:UKM00003772;HEATHROW UK;20150719;67;-9999;57
GHCND:UKM00003772;HEATHROW UK;20150720;65;76;57
GHCND:UKM00003772;HEATHROW UK;20150721;67;80;-9999
GHCND:UKM00003772;HEATHROW UK;20150722;65;73;-9999
GHCND:UKM00003772;HEATHROW UK;20150723;63;72;-9999
GHCND:UKM00003772;HEATHROW UK;20150724;59;63;-9999
GHCND:UKM00003772;HEATHROW UK;20150725;61;71;53
GHCND:UKM00003772;HEATHROW UK;20150726;58;63;-9999
GHCND:UKM00003772;HEATHROW UK;20150727;63;70;-9999
GHCND:UKM00003772;HEATHROW UK;20150728;61;69;55
GHCND:UKM00003772;HEATHROW UK;20150729;59;69;49
GHCND:UKM00003772;HEATHROW UK;20150730;60;69;-9999
GHCND:UKM00003772;HEATHROW UK;20150731;62;73;48
GHCND:UKM00003772;HEATHROW UK;20150801;61;71;49
GHCND:UKM00003772;HEATHROW UK;20150802;66;79;-9999
GHCND:UKM00003772;HEATHROW UK;20150803;67;77;-9999
GHCND:UKM00003772;HEATHROW UK;20150804;64;72;-9999
GHCND:UKM00003772;HEATHROW UK;20150805;62;72;59
GHCND:UKM00003772;HEATHROW UK;20150806;66;-9999;57
GHCND:UKM00003772;HEATHROW UK;20150807;66;77;54
GHCND:UKM00003772;HEATHROW UK;20150808;69;-9999;58
GHCND:UKM00003772;HEATHROW UK;20150809;68;80;54
GHCND:UKM00003772;HEATHROW UK;20150810;67;73;-9999
GHCND:UKM00003772;HEATHROW UK;20150811;63;70;57
GHCND:UKM00003772;HEATHROW UK;20150812;65;74;59
GHCND:UKM00003772;HEATHROW UK;20150813;65;69;-9999
GHCND:UKM00003772;HEATHROW UK;20150814;64;70;-9999
GHCND:UKM00003772;HEATHROW UK;20150815;62;69;-9999
GHCND:UKM00003772;HEATHROW UK;20150816;64;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150817;64;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150818;62;67;-9999
GHCND:UKM00003772;HEATHROW UK;20150819;61;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150820;65;70;59
GHCND:UKM00003772;HEATHROW UK;20150821;70;80;-9999
GHCND:UKM00003772;HEATHROW UK;20150822;72;87;59
GHCND:UKM00003772;HEATHROW UK;20150823;66;72;-9999
GHCND:UKM00003772;HEATHROW UK;20150824;58;63;54
GHCND:UKM00003772;HEATHROW UK;20150825;60;66;-9999
GHCND:UKM00003772;HEATHROW UK;20150826;63;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150827;60;67;56
GHCND:UKM00003772;HEATHROW UK;20150828;61;70;-9999
GHCND:UKM00003772;HEATHROW UK;20150829;63;72;-9999
GHCND:UKM00003772;HEATHROW UK;20150830;63;69;-9999
GHCND:UKM00003772;HEATHROW UK;20150831;59;61;-9999
GHCND:UKM00003772;HEATHROW UK;20150901;59;67;-9999
GHCND:UKM00003772;HEATHROW UK;20150902;57;66;-9999
GHCND:UKM00003772;HEATHROW UK;20150903;55;62;-9999
GHCND:UKM00003772;HEATHROW UK;20150904;56;62;-9999
GHCND:UKM00003772;HEATHROW UK;20150905;55;61;-9999
GHCND:UKM00003772;HEATHROW UK;20150906;56;68;42
GHCND:UKM00003772;HEATHROW UK;20150907;57;67;-9999
GHCND:UKM00003772;HEATHROW UK;20150908;57;62;-9999
GHCND:UKM00003772;HEATHROW UK;20150909;59;67;55
GHCND:UKM00003772;HEATHROW UK;20150910;61;70;53
GHCND:UKM00003772;HEATHROW UK;20150911;62;72;-9999
GHCND:UKM00003772;HEATHROW UK;20150912;63;71;-9999
GHCND:UKM00003772;HEATHROW UK;20150913;56;68;50
GHCND:UKM00003772;HEATHROW UK;20150914;57;68;-9999
GHCND:UKM00003772;HEATHROW UK;20150915;56;68;-9999
GHCND:UKM00003772;HEATHROW UK;20150916;55;61;51
GHCND:UKM00003772;HEATHROW UK;20150917;57;65;-9999
GHCND:UKM00003772;HEATHROW UK;20150918;58;67;-9999
GHCND:UKM00003772;HEATHROW UK;20150919;58;67;51
GHCND:UKM00003772;HEATHROW UK;20150920;57;68;-9999
GHCND:UKM00003772;HEATHROW UK;20150921;56;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150922;53;60;-9999
GHCND:UKM00003772;HEATHROW UK;20150923;55;63;46
GHCND:UKM00003772;HEATHROW UK;20150924;59;66;-9999
GHCND:UKM00003772;HEATHROW UK;20150925;55;64;47
GHCND:UKM00003772;HEATHROW UK;20150926;54;64;44
GHCND:UKM00003772;HEATHROW UK;20150927;56;67;46
GHCND:UKM00003772;HEATHROW UK;20150928;56;65;-9999
GHCND:UKM00003772;HEATHROW UK;20150929;58;66;-9999
GHCND:UKM00003772;HEATHROW UK;20150930;57;66;49
GHCND:UKM00003772;HEATHROW UK;20151001;57;66;-9999
GHCND:UKM00003772;HEATHROW UK;20151002;56;66;-9999
GHCND:UKM00003772;HEATHROW UK;20151003;53;62;-9999
GHCND:UKM00003772;HEATHROW UK;20151004;54;65;-9999
GHCND:UKM00003772;HEATHROW UK;20151005;60;63;54
GHCND:UKM00003772;HEATHROW UK;20151006;61;67;-9999
GHCND:UKM00003772;HEATHROW UK;20151007;57;61;-9999
GHCND:UKM00003772;HEATHROW UK;20151008;53;63;-9999
GHCND:UKM00003772;HEATHROW UK;20151009;53;-9999;44
GHCND:UKM00003772;HEATHROW UK;20151010;54;61;46
GHCND:UKM00003772;HEATHROW UK;20151011;54;60;-9999
GHCND:UKM00003772;HEATHROW UK;20151012;51;58;-9999
GHCND:UKM00003772;HEATHROW UK;20151013;50;56;-9999
GHCND:UKM00003772;HEATHROW UK;20151014;49;56;42
GHCND:UKM00003772;HEATHROW UK;20151015;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151016;53;57;51
GHCND:UKM00003772;HEATHROW UK;20151017;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151018;54;60;52
GHCND:UKM00003772;HEATHROW UK;20151019;53;58;-9999
GHCND:UKM00003772;HEATHROW UK;20151020;52;61;46
GHCND:UKM00003772;HEATHROW UK;20151021;54;-9999;47
GHCND:UKM00003772;HEATHROW UK;20151022;56;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151023;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151024;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151025;45;54;-9999
GHCND:UKM00003772;HEATHROW UK;20151026;52;63;42
GHCND:UKM00003772;HEATHROW UK;20151027;57;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151028;55;62;-9999
GHCND:UKM00003772;HEATHROW UK;20151029;54;60;-9999
GHCND:UKM00003772;HEATHROW UK;20151030;57;61;53
GHCND:UKM00003772;HEATHROW UK;20151031;55;65;-9999
GHCND:UKM00003772;HEATHROW UK;20151101;48;55;43
GHCND:UKM00003772;HEATHROW UK;20151102;50;56;46
GHCND:UKM00003772;HEATHROW UK;20151103;53;56;49
GHCND:UKM00003772;HEATHROW UK;20151104;55;-9999;52
GHCND:UKM00003772;HEATHROW UK;20151105;58;-9999;53
GHCND:UKM00003772;HEATHROW UK;20151106;59;63;56
GHCND:UKM00003772;HEATHROW UK;20151107;59;63;-9999
GHCND:UKM00003772;HEATHROW UK;20151108;55;61;45
GHCND:UKM00003772;HEATHROW UK;20151109;55;59;-9999
GHCND:UKM00003772;HEATHROW UK;20151110;59;62;-9999
GHCND:UKM00003772;HEATHROW UK;20151111;57;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151112;56;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151113;50;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151114;51;-9999;44
GHCND:UKM00003772;HEATHROW UK;20151115;59;62;-9999
GHCND:UKM00003772;HEATHROW UK;20151116;55;57;-9999
GHCND:UKM00003772;HEATHROW UK;20151117;57;61;53
GHCND:UKM00003772;HEATHROW UK;20151118;55;60;51
GHCND:UKM00003772;HEATHROW UK;20151119;52;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151120;46;50;-9999
GHCND:UKM00003772;HEATHROW UK;20151121;38;43;-9999
GHCND:UKM00003772;HEATHROW UK;20151122;36;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151123;39;45;31
GHCND:UKM00003772;HEATHROW UK;20151124;47;50;42
GHCND:UKM00003772;HEATHROW UK;20151125;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151126;49;-9999;46
GHCND:UKM00003772;HEATHROW UK;20151127;51;57;-9999
GHCND:UKM00003772;HEATHROW UK;20151128;45;-9999;36
GHCND:UKM00003772;HEATHROW UK;20151129;52;56;-9999
GHCND:UKM00003772;HEATHROW UK;20151130;53;56;-9999
GHCND:UKM00003772;HEATHROW UK;20151201;55;58;49
GHCND:UKM00003772;HEATHROW UK;20151202;54;56;53
GHCND:UKM00003772;HEATHROW UK;20151203;54;56;-9999
GHCND:UKM00003772;HEATHROW UK;20151204;50;55;42
GHCND:UKM00003772;HEATHROW UK;20151205;54;56;52
GHCND:UKM00003772;HEATHROW UK;20151206;55;58;-9999
GHCND:UKM00003772;HEATHROW UK;20151207;55;58;-9999
GHCND:UKM00003772;HEATHROW UK;20151208;52;56;-9999
GHCND:UKM00003772;HEATHROW UK;20151209;47;54;-9999
GHCND:UKM00003772;HEATHROW UK;20151210;52;55;-9999
GHCND:UKM00003772;HEATHROW UK;20151211;48;52;-9999
GHCND:UKM00003772;HEATHROW UK;20151212;50;-9999;41
GHCND:UKM00003772;HEATHROW UK;20151213;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151214;48;51;42
GHCND:UKM00003772;HEATHROW UK;20151215;52;-9999;48
GHCND:UKM00003772;HEATHROW UK;20151216;57;59;52
GHCND:UKM00003772;HEATHROW UK;20151217;56;60;-9999
GHCND:UKM00003772;HEATHROW UK;20151218;54;-9999;52
GHCND:UKM00003772;HEATHROW UK;20151219;58;62;54
GHCND:UKM00003772;HEATHROW UK;20151220;54;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151221;49;56;44
GHCND:UKM00003772;HEATHROW UK;20151222;56;59;49
GHCND:UKM00003772;HEATHROW UK;20151223;51;54;-9999
GHCND:UKM00003772;HEATHROW UK;20151224;50;56;-9999
GHCND:UKM00003772;HEATHROW UK;20151225;50;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151226;58;59;56
GHCND:UKM00003772;HEATHROW UK;20151227;57;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20151228;51;56;-9999
GHCND:UKM00003772;HEATHROW UK;20151229;51;54;-9999
GHCND:UKM00003772;HEATHROW UK;20151230;53;-9999;49
GHCND:UKM00003772;HEATHROW UK;20151231;48;53;-9999
GHCND:UKM00003772;HEATHROW UK;20160101;41;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160102;50;52;46
GHCND:UKM00003772;HEATHROW UK;20160103;46;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160104;45;52;-9999
GHCND:UKM00003772;HEATHROW UK;20160105;46;50;-9999
GHCND:UKM00003772;HEATHROW UK;20160106;44;47;41
GHCND:UKM00003772;HEATHROW UK;20160107;45;51;-9999
GHCND:UKM00003772;HEATHROW UK;20160108;42;49;33
GHCND:UKM00003772;HEATHROW UK;20160109;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160110;43;48;-9999
GHCND:UKM00003772;HEATHROW UK;20160111;43;45;-9999
GHCND:UKM00003772;HEATHROW UK;20160112;42;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160113;40;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160114;39;-9999;36
GHCND:UKM00003772;HEATHROW UK;20160115;37;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160116;36;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160117;36;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160118;38;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160119;33;-9999;27
GHCND:UKM00003772;HEATHROW UK;20160120;33;-9999;24
GHCND:UKM00003772;HEATHROW UK;20160121;38;-9999;28
GHCND:UKM00003772;HEATHROW UK;20160122;46;-9999;38
GHCND:UKM00003772;HEATHROW UK;20160123;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160124;54;-9999;46
GHCND:UKM00003772;HEATHROW UK;20160125;52;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160126;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160127;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160128;43;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160129;52;-9999;45
GHCND:UKM00003772;HEATHROW UK;20160130;46;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160131;48;-9999;39
GHCND:UKM00003772;HEATHROW UK;20160201;54;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160202;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160203;42;-9999;36
GHCND:UKM00003772;HEATHROW UK;20160204;49;-9999;38
GHCND:UKM00003772;HEATHROW UK;20160205;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160206;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160207;45;-9999;41
GHCND:UKM00003772;HEATHROW UK;20160208;46;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160209;42;-9999;36
GHCND:UKM00003772;HEATHROW UK;20160210;42;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160211;38;-9999;30
GHCND:UKM00003772;HEATHROW UK;20160212;39;-9999;33
GHCND:UKM00003772;HEATHROW UK;20160213;39;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160214;39;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160215;37;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160216;36;-9999;26
GHCND:UKM00003772;HEATHROW UK;20160217;40;-9999;33
GHCND:UKM00003772;HEATHROW UK;20160218;39;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160219;41;-9999;30
GHCND:UKM00003772;HEATHROW UK;20160220;51;-9999;45
GHCND:UKM00003772;HEATHROW UK;20160221;55;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160222;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160223;42;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160224;38;-9999;29
GHCND:UKM00003772;HEATHROW UK;20160225;36;-9999;29
GHCND:UKM00003772;HEATHROW UK;20160226;39;-9999;32
GHCND:UKM00003772;HEATHROW UK;20160227;40;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160228;41;-9999;37
GHCND:UKM00003772;HEATHROW UK;20160229;41;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160301;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160302;42;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160303;43;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160304;41;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160305;37;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160306;39;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160307;40;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160308;39;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160309;46;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160310;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160311;41;-9999;32
GHCND:UKM00003772;HEATHROW UK;20160312;43;-9999;37
GHCND:UKM00003772;HEATHROW UK;20160313;43;-9999;37
GHCND:UKM00003772;HEATHROW UK;20160314;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160315;43;-9999;36
GHCND:UKM00003772;HEATHROW UK;20160316;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160317;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160318;41;-9999;35
GHCND:UKM00003772;HEATHROW UK;20160319;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160320;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160321;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160322;46;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160323;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160324;47;-9999;41
GHCND:UKM00003772;HEATHROW UK;20160325;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160326;49;-9999;42
GHCND:UKM00003772;HEATHROW UK;20160327;46;-9999;42
GHCND:UKM00003772;HEATHROW UK;20160328;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160329;46;-9999;40
GHCND:UKM00003772;HEATHROW UK;20160330;47;-9999;40
GHCND:UKM00003772;HEATHROW UK;20160331;47;-9999;40
GHCND:UKM00003772;HEATHROW UK;20160401;46;-9999;34
GHCND:UKM00003772;HEATHROW UK;20160402;50;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160403;52;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160404;51;-9999;48
GHCND:UKM00003772;HEATHROW UK;20160405;51;-9999;45
GHCND:UKM00003772;HEATHROW UK;20160406;48;-9999;42
GHCND:UKM00003772;HEATHROW UK;20160407;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160408;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160409;46;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160410;46;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160411;53;-9999;48
GHCND:UKM00003772;HEATHROW UK;20160412;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160413;52;-9999;39
GHCND:UKM00003772;HEATHROW UK;20160414;53;-9999;46
GHCND:UKM00003772;HEATHROW UK;20160415;50;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160416;43;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160417;44;-9999;33
GHCND:UKM00003772;HEATHROW UK;20160418;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160419;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160420;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160421;51;-9999;43
GHCND:UKM00003772;HEATHROW UK;20160422;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160423;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160424;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160425;46;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160426;42;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160427;43;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160428;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160429;46;-9999;40
GHCND:UKM00003772;HEATHROW UK;20160430;46;-9999;35
GHCND:UKM00003772;HEATHROW UK;20160501;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160502;54;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160503;51;-9999;40
GHCND:UKM00003772;HEATHROW UK;20160504;53;-9999;39
GHCND:UKM00003772;HEATHROW UK;20160505;57;-9999;43
GHCND:UKM00003772;HEATHROW UK;20160506;61;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160507;64;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160508;68;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160509;65;-9999;58
GHCND:UKM00003772;HEATHROW UK;20160510;61;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160511;61;-9999;58
GHCND:UKM00003772;HEATHROW UK;20160512;63;-9999;53
GHCND:UKM00003772;HEATHROW UK;20160513;55;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160514;50;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160515;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160516;56;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160517;55;-9999;46
GHCND:UKM00003772;HEATHROW UK;20160518;54;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160519;56;-9999;50
GHCND:UKM00003772;HEATHROW UK;20160520;59;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160521;58;-9999;55
GHCND:UKM00003772;HEATHROW UK;20160522;57;-9999;52
GHCND:UKM00003772;HEATHROW UK;20160523;57;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160524;54;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160525;51;-9999;48
GHCND:UKM00003772;HEATHROW UK;20160526;58;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160527;60;-9999;52
GHCND:UKM00003772;HEATHROW UK;20160528;59;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160529;57;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160530;57;-9999;53
GHCND:UKM00003772;HEATHROW UK;20160531;54;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160601;55;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160602;52;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160603;52;-9999;48
GHCND:UKM00003772;HEATHROW UK;20160604;60;-9999;54
GHCND:UKM00003772;HEATHROW UK;20160605;63;-9999;53
GHCND:UKM00003772;HEATHROW UK;20160606;64;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160607;65;-9999;55
GHCND:UKM00003772;HEATHROW UK;20160608;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160609;63;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160610;64;-9999;56
GHCND:UKM00003772;HEATHROW UK;20160611;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160612;62;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160613;61;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160614;60;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160615;59;-9999;53
GHCND:UKM00003772;HEATHROW UK;20160616;58;-9999;54
GHCND:UKM00003772;HEATHROW UK;20160617;60;-9999;55
GHCND:UKM00003772;HEATHROW UK;20160618;58;-9999;54
GHCND:UKM00003772;HEATHROW UK;20160619;60;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160620;63;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160621;63;-9999;57
GHCND:UKM00003772;HEATHROW UK;20160622;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160623;67;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160624;62;-9999;52
GHCND:UKM00003772;HEATHROW UK;20160625;60;-9999;53
GHCND:UKM00003772;HEATHROW UK;20160626;60;-9999;53
GHCND:UKM00003772;HEATHROW UK;20160627;64;-9999;58
