STATION;STATION_NAME;DATE;TAVG;TMAX;TMIN
GHCND:UKM00003772;HEATHROW UK;20140303;43;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140304;42;52;-9999
GHCND:UKM00003772;HEATHROW UK;20140305;44;56;32
GHCND:UKM00003772;HEATHROW UK;20140306;47;56;41
GHCND:UKM00003772;HEATHROW UK;20140307;52;62;44
GHCND:UKM00003772;HEATHROW UK;20140308;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140309;54;67;42
GHCND:UKM00003772;HEATHROW UK;20140310;48;-9999;40
GHCND:UKM00003772;HEATHROW UK;20140311;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140312;47;61;-9999
GHCND:UKM00003772;HEATHROW UK;20140313;49;66;-9999
GHCND:UKM00003772;HEATHROW UK;20140314;49;63;-9999
GHCND:UKM00003772;HEATHROW UK;20140315;53;65;44
GHCND:UKM00003772;HEATHROW UK;20140316;55;-9999;45
GHCND:UKM00003772;HEATHROW UK;20140317;50;57;42
GHCND:UKM00003772;HEATHROW UK;20140318;51;58;44
GHCND:UKM00003772;HEATHROW UK;20140319;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140320;50;-9999;44
GHCND:UKM00003772;HEATHROW UK;20140321;48;55;-9999
GHCND:UKM00003772;HEATHROW UK;20140322;45;53;-9999
GHCND:UKM00003772;HEATHROW UK;20140323;44;-9999;35
GHCND:UKM00003772;HEATHROW UK;20140324;43;53;32
GHCND:UKM00003772;HEATHROW UK;20140325;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140326;40;49;-9999
GHCND:UKM00003772;HEATHROW UK;20140327;42;52;37
GHCND:UKM00003772;HEATHROW UK;20140328;47;57;38
GHCND:UKM00003772;HEATHROW UK;20140329;55;67;-9999
GHCND:UKM00003772;HEATHROW UK;20140330;56;68;44
GHCND:UKM00003772;HEATHROW UK;20140331;57;63;50
GHCND:UKM00003772;HEATHROW UK;20140401;55;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140402;58;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140403;57;65;-9999
GHCND:UKM00003772;HEATHROW UK;20140404;55;59;-9999
GHCND:UKM00003772;HEATHROW UK;20140405;52;-9999;43
GHCND:UKM00003772;HEATHROW UK;20140406;56;61;55
GHCND:UKM00003772;HEATHROW UK;20140407;55;58;-9999
GHCND:UKM00003772;HEATHROW UK;20140408;49;57;42
GHCND:UKM00003772;HEATHROW UK;20140409;51;63;40
GHCND:UKM00003772;HEATHROW UK;20140410;53;62;44
GHCND:UKM00003772;HEATHROW UK;20140411;54;61;-9999
GHCND:UKM00003772;HEATHROW UK;20140412;51;57;43
GHCND:UKM00003772;HEATHROW UK;20140413;53;62;46
GHCND:UKM00003772;HEATHROW UK;20140414;52;-9999;43
GHCND:UKM00003772;HEATHROW UK;20140415;49;58;39
GHCND:UKM00003772;HEATHROW UK;20140416;50;63;38
GHCND:UKM00003772;HEATHROW UK;20140417;53;-9999;43
GHCND:UKM00003772;HEATHROW UK;20140418;49;-9999;42
GHCND:UKM00003772;HEATHROW UK;20140419;48;57;38
GHCND:UKM00003772;HEATHROW UK;20140420;50;57;44
GHCND:UKM00003772;HEATHROW UK;20140421;54;67;-9999
GHCND:UKM00003772;HEATHROW UK;20140422;53;62;-9999
GHCND:UKM00003772;HEATHROW UK;20140423;53;62;42
GHCND:UKM00003772;HEATHROW UK;20140424;56;63;-9999
GHCND:UKM00003772;HEATHROW UK;20140425;50;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140426;53;61;45
GHCND:UKM00003772;HEATHROW UK;20140427;53;-9999;48
GHCND:UKM00003772;HEATHROW UK;20140428;55;65;50
GHCND:UKM00003772;HEATHROW UK;20140429;55;63;47
GHCND:UKM00003772;HEATHROW UK;20140430;55;67;-9999
GHCND:UKM00003772;HEATHROW UK;20140501;53;-9999;49
GHCND:UKM00003772;HEATHROW UK;20140502;50;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140503;48;58;-9999
GHCND:UKM00003772;HEATHROW UK;20140504;52;62;40
GHCND:UKM00003772;HEATHROW UK;20140505;55;65;-9999
GHCND:UKM00003772;HEATHROW UK;20140506;58;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140507;56;64;-9999
GHCND:UKM00003772;HEATHROW UK;20140508;56;-9999;52
GHCND:UKM00003772;HEATHROW UK;20140509;57;64;52
GHCND:UKM00003772;HEATHROW UK;20140510;56;65;51
GHCND:UKM00003772;HEATHROW UK;20140511;53;59;48
GHCND:UKM00003772;HEATHROW UK;20140512;54;64;-9999
GHCND:UKM00003772;HEATHROW UK;20140513;53;62;47
GHCND:UKM00003772;HEATHROW UK;20140514;56;67;43
GHCND:UKM00003772;HEATHROW UK;20140515;59;71;47
GHCND:UKM00003772;HEATHROW UK;20140516;61;73;-9999
GHCND:UKM00003772;HEATHROW UK;20140517;64;75;-9999
GHCND:UKM00003772;HEATHROW UK;20140518;65;74;-9999
GHCND:UKM00003772;HEATHROW UK;20140519;67;79;-9999
GHCND:UKM00003772;HEATHROW UK;20140520;62;68;-9999
GHCND:UKM00003772;HEATHROW UK;20140521;59;67;-9999
GHCND:UKM00003772;HEATHROW UK;20140522;58;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140523;56;63;-9999
GHCND:UKM00003772;HEATHROW UK;20140524;55;61;-9999
GHCND:UKM00003772;HEATHROW UK;20140525;57;65;-9999
GHCND:UKM00003772;HEATHROW UK;20140526;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140527;54;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140528;54;-9999;49
GHCND:UKM00003772;HEATHROW UK;20140529;60;67;55
GHCND:UKM00003772;HEATHROW UK;20140530;57;62;-9999
GHCND:UKM00003772;HEATHROW UK;20140531;59;67;47
GHCND:UKM00003772;HEATHROW UK;20140601;63;72;51
GHCND:UKM00003772;HEATHROW UK;20140602;62;70;55
GHCND:UKM00003772;HEATHROW UK;20140603;59;68;-9999
GHCND:UKM00003772;HEATHROW UK;20140604;54;59;-9999
GHCND:UKM00003772;HEATHROW UK;20140605;58;67;47
GHCND:UKM00003772;HEATHROW UK;20140606;62;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140607;64;72;-9999
GHCND:UKM00003772;HEATHROW UK;20140608;66;76;-9999
GHCND:UKM00003772;HEATHROW UK;20140609;68;79;-9999
GHCND:UKM00003772;HEATHROW UK;20140610;64;72;-9999
GHCND:UKM00003772;HEATHROW UK;20140611;63;72;51
GHCND:UKM00003772;HEATHROW UK;20140612;67;77;53
GHCND:UKM00003772;HEATHROW UK;20140613;69;79;56
GHCND:UKM00003772;HEATHROW UK;20140614;65;72;59
GHCND:UKM00003772;HEATHROW UK;20140615;60;-9999;57
GHCND:UKM00003772;HEATHROW UK;20140616;59;-9999;55
GHCND:UKM00003772;HEATHROW UK;20140617;62;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140618;64;-9999;56
GHCND:UKM00003772;HEATHROW UK;20140619;62;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140620;63;74;53
GHCND:UKM00003772;HEATHROW UK;20140621;66;75;56
GHCND:UKM00003772;HEATHROW UK;20140622;67;-9999;57
GHCND:UKM00003772;HEATHROW UK;20140623;67;78;-9999
GHCND:UKM00003772;HEATHROW UK;20140624;66;-9999;57
GHCND:UKM00003772;HEATHROW UK;20140625;62;70;53
GHCND:UKM00003772;HEATHROW UK;20140626;62;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140627;64;74;57
GHCND:UKM00003772;HEATHROW UK;20140628;59;-9999;54
GHCND:UKM00003772;HEATHROW UK;20140629;60;67;55
GHCND:UKM00003772;HEATHROW UK;20140630;60;70;50
GHCND:UKM00003772;HEATHROW UK;20140701;64;74;-9999
GHCND:UKM00003772;HEATHROW UK;20140702;65;-9999;52
GHCND:UKM00003772;HEATHROW UK;20140703;69;81;56
GHCND:UKM00003772;HEATHROW UK;20140704;68;81;57
GHCND:UKM00003772;HEATHROW UK;20140705;64;71;-9999
GHCND:UKM00003772;HEATHROW UK;20140706;62;71;-9999
GHCND:UKM00003772;HEATHROW UK;20140707;62;71;-9999
GHCND:UKM00003772;HEATHROW UK;20140708;61;-9999;53
GHCND:UKM00003772;HEATHROW UK;20140709;64;74;54
GHCND:UKM00003772;HEATHROW UK;20140710;64;71;-9999
GHCND:UKM00003772;HEATHROW UK;20140711;62;70;54
GHCND:UKM00003772;HEATHROW UK;20140712;66;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140713;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140714;65;77;53
GHCND:UKM00003772;HEATHROW UK;20140715;70;80;-9999
GHCND:UKM00003772;HEATHROW UK;20140716;69;81;-9999
GHCND:UKM00003772;HEATHROW UK;20140717;73;84;63
GHCND:UKM00003772;HEATHROW UK;20140718;75;87;64
GHCND:UKM00003772;HEATHROW UK;20140719;73;83;-9999
GHCND:UKM00003772;HEATHROW UK;20140720;70;80;-9999
GHCND:UKM00003772;HEATHROW UK;20140721;71;80;61
GHCND:UKM00003772;HEATHROW UK;20140722;71;81;61
GHCND:UKM00003772;HEATHROW UK;20140723;72;86;60
GHCND:UKM00003772;HEATHROW UK;20140724;73;85;-9999
GHCND:UKM00003772;HEATHROW UK;20140725;68;81;-9999
GHCND:UKM00003772;HEATHROW UK;20140726;74;84;64
GHCND:UKM00003772;HEATHROW UK;20140727;71;79;65
GHCND:UKM00003772;HEATHROW UK;20140728;65;74;-9999
GHCND:UKM00003772;HEATHROW UK;20140729;70;81;60
GHCND:UKM00003772;HEATHROW UK;20140730;68;80;-9999
GHCND:UKM00003772;HEATHROW UK;20140731;67;78;-9999
GHCND:UKM00003772;HEATHROW UK;20140801;67;78;-9999
GHCND:UKM00003772;HEATHROW UK;20140802;67;76;-9999
GHCND:UKM00003772;HEATHROW UK;20140803;64;76;54
GHCND:UKM00003772;HEATHROW UK;20140804;65;76;-9999
GHCND:UKM00003772;HEATHROW UK;20140805;65;77;-9999
GHCND:UKM00003772;HEATHROW UK;20140806;70;80;-9999
GHCND:UKM00003772;HEATHROW UK;20140807;72;79;-9999
GHCND:UKM00003772;HEATHROW UK;20140808;67;75;-9999
GHCND:UKM00003772;HEATHROW UK;20140809;65;75;-9999
GHCND:UKM00003772;HEATHROW UK;20140810;64;73;-9999
GHCND:UKM00003772;HEATHROW UK;20140811;61;71;55
GHCND:UKM00003772;HEATHROW UK;20140812;60;69;55
GHCND:UKM00003772;HEATHROW UK;20140813;62;73;53
GHCND:UKM00003772;HEATHROW UK;20140814;60;71;-9999
GHCND:UKM00003772;HEATHROW UK;20140815;60;69;-9999
GHCND:UKM00003772;HEATHROW UK;20140816;61;71;-9999
GHCND:UKM00003772;HEATHROW UK;20140817;61;71;-9999
GHCND:UKM00003772;HEATHROW UK;20140818;58;68;-9999
GHCND:UKM00003772;HEATHROW UK;20140819;56;66;-9999
GHCND:UKM00003772;HEATHROW UK;20140820;56;66;-9999
GHCND:UKM00003772;HEATHROW UK;20140821;56;65;-9999
GHCND:UKM00003772;HEATHROW UK;20140822;60;69;-9999
GHCND:UKM00003772;HEATHROW UK;20140823;56;67;-9999
GHCND:UKM00003772;HEATHROW UK;20140824;56;66;-9999
GHCND:UKM00003772;HEATHROW UK;20140825;60;63;55
GHCND:UKM00003772;HEATHROW UK;20140826;60;63;-9999
GHCND:UKM00003772;HEATHROW UK;20140827;60;68;-9999
GHCND:UKM00003772;HEATHROW UK;20140828;65;73;-9999
GHCND:UKM00003772;HEATHROW UK;20140829;63;71;57
GHCND:UKM00003772;HEATHROW UK;20140830;63;68;-9999
GHCND:UKM00003772;HEATHROW UK;20140831;62;71;-9999
GHCND:UKM00003772;HEATHROW UK;20140901;60;67;-9999
GHCND:UKM00003772;HEATHROW UK;20140902;63;73;54
GHCND:UKM00003772;HEATHROW UK;20140903;65;74;-9999
GHCND:UKM00003772;HEATHROW UK;20140904;64;70;-9999
GHCND:UKM00003772;HEATHROW UK;20140905;65;69;-9999
GHCND:UKM00003772;HEATHROW UK;20140906;65;71;-9999
GHCND:UKM00003772;HEATHROW UK;20140907;62;71;-9999
GHCND:UKM00003772;HEATHROW UK;20140908;61;72;50
GHCND:UKM00003772;HEATHROW UK;20140909;62;72;53
GHCND:UKM00003772;HEATHROW UK;20140910;60;70;-9999
GHCND:UKM00003772;HEATHROW UK;20140911;59;65;-9999
GHCND:UKM00003772;HEATHROW UK;20140912;63;74;55
GHCND:UKM00003772;HEATHROW UK;20140913;62;70;-9999
GHCND:UKM00003772;HEATHROW UK;20140914;62;71;-9999
GHCND:UKM00003772;HEATHROW UK;20140915;62;72;-9999
GHCND:UKM00003772;HEATHROW UK;20140916;64;75;-9999
GHCND:UKM00003772;HEATHROW UK;20140917;64;69;61
GHCND:UKM00003772;HEATHROW UK;20140918;67;-9999;58
GHCND:UKM00003772;HEATHROW UK;20140919;67;76;-9999
GHCND:UKM00003772;HEATHROW UK;20140920;63;67;-9999
GHCND:UKM00003772;HEATHROW UK;20140921;59;65;-9999
GHCND:UKM00003772;HEATHROW UK;20140922;56;67;-9999
GHCND:UKM00003772;HEATHROW UK;20140923;56;66;-9999
GHCND:UKM00003772;HEATHROW UK;20140924;57;66;-9999
GHCND:UKM00003772;HEATHROW UK;20140925;57;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20140926;64;72;60
GHCND:UKM00003772;HEATHROW UK;20140927;63;70;-9999
GHCND:UKM00003772;HEATHROW UK;20140928;66;76;58
GHCND:UKM00003772;HEATHROW UK;20140929;60;67;-9999
GHCND:UKM00003772;HEATHROW UK;20140930;63;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141001;63;71;-9999
GHCND:UKM00003772;HEATHROW UK;20141002;63;72;-9999
GHCND:UKM00003772;HEATHROW UK;20141003;61;72;-9999
GHCND:UKM00003772;HEATHROW UK;20141004;55;65;-9999
GHCND:UKM00003772;HEATHROW UK;20141005;50;61;-9999
GHCND:UKM00003772;HEATHROW UK;20141006;53;56;46
GHCND:UKM00003772;HEATHROW UK;20141007;51;60;46
GHCND:UKM00003772;HEATHROW UK;20141008;56;65;44
GHCND:UKM00003772;HEATHROW UK;20141009;56;65;-9999
GHCND:UKM00003772;HEATHROW UK;20141010;56;65;-9999
GHCND:UKM00003772;HEATHROW UK;20141011;55;63;-9999
GHCND:UKM00003772;HEATHROW UK;20141012;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141013;55;58;-9999
GHCND:UKM00003772;HEATHROW UK;20141014;55;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141015;56;60;-9999
GHCND:UKM00003772;HEATHROW UK;20141016;58;65;53
GHCND:UKM00003772;HEATHROW UK;20141017;61;67;55
GHCND:UKM00003772;HEATHROW UK;20141018;64;68;61
GHCND:UKM00003772;HEATHROW UK;20141019;62;69;-9999
GHCND:UKM00003772;HEATHROW UK;20141020;57;64;-9999
GHCND:UKM00003772;HEATHROW UK;20141021;54;58;-9999
GHCND:UKM00003772;HEATHROW UK;20141022;50;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141023;57;61;51
GHCND:UKM00003772;HEATHROW UK;20141024;59;63;-9999
GHCND:UKM00003772;HEATHROW UK;20141025;53;61;-9999
GHCND:UKM00003772;HEATHROW UK;20141026;56;61;53
GHCND:UKM00003772;HEATHROW UK;20141027;59;66;-9999
GHCND:UKM00003772;HEATHROW UK;20141028;58;-9999;50
GHCND:UKM00003772;HEATHROW UK;20141029;56;-9999;53
GHCND:UKM00003772;HEATHROW UK;20141030;60;65;55
GHCND:UKM00003772;HEATHROW UK;20141031;62;73;54
GHCND:UKM00003772;HEATHROW UK;20141101;59;65;-9999
GHCND:UKM00003772;HEATHROW UK;20141102;57;60;-9999
GHCND:UKM00003772;HEATHROW UK;20141103;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141104;45;56;-9999
GHCND:UKM00003772;HEATHROW UK;20141105;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141106;45;54;33
GHCND:UKM00003772;HEATHROW UK;20141107;52;56;-9999
GHCND:UKM00003772;HEATHROW UK;20141108;52;58;-9999
GHCND:UKM00003772;HEATHROW UK;20141109;49;56;-9999
GHCND:UKM00003772;HEATHROW UK;20141110;50;56;-9999
GHCND:UKM00003772;HEATHROW UK;20141111;53;-9999;49
GHCND:UKM00003772;HEATHROW UK;20141112;53;56;-9999
GHCND:UKM00003772;HEATHROW UK;20141113;53;-9999;47
GHCND:UKM00003772;HEATHROW UK;20141114;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141115;49;56;44
GHCND:UKM00003772;HEATHROW UK;20141116;49;53;45
GHCND:UKM00003772;HEATHROW UK;20141117;48;-9999;45
GHCND:UKM00003772;HEATHROW UK;20141118;49;56;-9999
GHCND:UKM00003772;HEATHROW UK;20141119;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141120;47;52;-9999
GHCND:UKM00003772;HEATHROW UK;20141121;45;-9999;40
GHCND:UKM00003772;HEATHROW UK;20141122;55;58;46
GHCND:UKM00003772;HEATHROW UK;20141123;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141124;39;48;34
GHCND:UKM00003772;HEATHROW UK;20141125;42;48;32
GHCND:UKM00003772;HEATHROW UK;20141126;48;-9999;46
GHCND:UKM00003772;HEATHROW UK;20141127;49;52;-9999
GHCND:UKM00003772;HEATHROW UK;20141128;51;54;47
GHCND:UKM00003772;HEATHROW UK;20141129;51;56;-9999
GHCND:UKM00003772;HEATHROW UK;20141130;48;54;-9999
GHCND:UKM00003772;HEATHROW UK;20141201;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141202;45;47;-9999
GHCND:UKM00003772;HEATHROW UK;20141203;43;47;-9999
GHCND:UKM00003772;HEATHROW UK;20141204;40;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141205;40;45;-9999
GHCND:UKM00003772;HEATHROW UK;20141206;37;43;-9999
GHCND:UKM00003772;HEATHROW UK;20141207;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141208;40;45;-9999
GHCND:UKM00003772;HEATHROW UK;20141209;41;-9999;31
GHCND:UKM00003772;HEATHROW UK;20141210;46;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141211;46;-9999;42
GHCND:UKM00003772;HEATHROW UK;20141212;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141213;37;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141214;42;50;31
GHCND:UKM00003772;HEATHROW UK;20141215;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141216;40;46;33
GHCND:UKM00003772;HEATHROW UK;20141217;52;56;41
GHCND:UKM00003772;HEATHROW UK;20141218;56;-9999;53
GHCND:UKM00003772;HEATHROW UK;20141219;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141220;44;-9999;40
GHCND:UKM00003772;HEATHROW UK;20141221;48;-9999;39
GHCND:UKM00003772;HEATHROW UK;20141222;55;56;51
GHCND:UKM00003772;HEATHROW UK;20141223;53;55;51
GHCND:UKM00003772;HEATHROW UK;20141224;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141225;41;48;-9999
GHCND:UKM00003772;HEATHROW UK;20141226;38;-9999;31
GHCND:UKM00003772;HEATHROW UK;20141227;39;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20141228;36;43;-9999
GHCND:UKM00003772;HEATHROW UK;20141229;34;-9999;26
GHCND:UKM00003772;HEATHROW UK;20141230;33;42;25
GHCND:UKM00003772;HEATHROW UK;20141231;37;46;25
GHCND:UKM00003772;HEATHROW UK;20150101;48;-9999;40
GHCND:UKM00003772;HEATHROW UK;20150102;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150103;40;43;-9999
GHCND:UKM00003772;HEATHROW UK;20150104;35;-9999;29
GHCND:UKM00003772;HEATHROW UK;20150105;44;50;36
GHCND:UKM00003772;HEATHROW UK;20150106;45;51;-9999
GHCND:UKM00003772;HEATHROW UK;20150107;43;-9999;33
GHCND:UKM00003772;HEATHROW UK;20150108;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150109;54;-9999;44
GHCND:UKM00003772;HEATHROW UK;20150110;50;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150111;43;48;37
GHCND:UKM00003772;HEATHROW UK;20150112;51;54;45
GHCND:UKM00003772;HEATHROW UK;20150113;46;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150114;42;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150115;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150116;41;46;-9999
GHCND:UKM00003772;HEATHROW UK;20150117;36;45;27
GHCND:UKM00003772;HEATHROW UK;20150118;38;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150119;36;41;-9999
GHCND:UKM00003772;HEATHROW UK;20150120;34;41;20
GHCND:UKM00003772;HEATHROW UK;20150121;38;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150122;35;40;-9999
GHCND:UKM00003772;HEATHROW UK;20150123;34;-9999;17
GHCND:UKM00003772;HEATHROW UK;20150124;41;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150125;40;47;30
GHCND:UKM00003772;HEATHROW UK;20150126;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150127;42;49;-9999
GHCND:UKM00003772;HEATHROW UK;20150128;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150129;37;45;-9999
GHCND:UKM00003772;HEATHROW UK;20150130;38;44;-9999
GHCND:UKM00003772;HEATHROW UK;20150131;37;-9999;31
GHCND:UKM00003772;HEATHROW UK;20150201;38;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150202;32;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150203;34;40;31
GHCND:UKM00003772;HEATHROW UK;20150204;37;-9999;33
GHCND:UKM00003772;HEATHROW UK;20150205;36;41;-9999
GHCND:UKM00003772;HEATHROW UK;20150206;36;42;31
GHCND:UKM00003772;HEATHROW UK;20150207;37;42;-9999
GHCND:UKM00003772;HEATHROW UK;20150208;41;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150209;42;-9999;32
GHCND:UKM00003772;HEATHROW UK;20150210;41;44;39
GHCND:UKM00003772;HEATHROW UK;20150211;41;42;-9999
GHCND:UKM00003772;HEATHROW UK;20150212;39;40;-9999
GHCND:UKM00003772;HEATHROW UK;20150213;43;49;-9999
GHCND:UKM00003772;HEATHROW UK;20150214;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150215;44;49;-9999
GHCND:UKM00003772;HEATHROW UK;20150216;42;47;32
GHCND:UKM00003772;HEATHROW UK;20150217;41;49;-9999
GHCND:UKM00003772;HEATHROW UK;20150218;41;51;32
GHCND:UKM00003772;HEATHROW UK;20150219;43;48;-9999
GHCND:UKM00003772;HEATHROW UK;20150220;43;45;-9999
GHCND:UKM00003772;HEATHROW UK;20150221;39;46;-9999
GHCND:UKM00003772;HEATHROW UK;20150222;38;-9999;28
GHCND:UKM00003772;HEATHROW UK;20150223;43;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150224;44;-9999;38
GHCND:UKM00003772;HEATHROW UK;20150225;47;54;40
GHCND:UKM00003772;HEATHROW UK;20150226;48;53;-9999
GHCND:UKM00003772;HEATHROW UK;20150227;40;50;-9999
GHCND:UKM00003772;HEATHROW UK;20150228;47;-9999;41
GHCND:UKM00003772;HEATHROW UK;20150301;48;53;-9999
GHCND:UKM00003772;HEATHROW UK;20150302;42;48;36
GHCND:UKM00003772;HEATHROW UK;20150303;42;50;37
GHCND:UKM00003772;HEATHROW UK;20150304;43;52;35
GHCND:UKM00003772;HEATHROW UK;20150305;43;55;31
GHCND:UKM00003772;HEATHROW UK;20150306;47;56;-9999
GHCND:UKM00003772;HEATHROW UK;20150307;50;61;43
GHCND:UKM00003772;HEATHROW UK;20150308;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150309;44;-9999;34
GHCND:UKM00003772;HEATHROW UK;20150310;46;54;-9999
GHCND:UKM00003772;HEATHROW UK;20150311;47;57;37
GHCND:UKM00003772;HEATHROW UK;20150312;50;58;-9999
GHCND:UKM00003772;HEATHROW UK;20150313;48;53;-9999
GHCND:UKM00003772;HEATHROW UK;20150314;42;48;37
GHCND:UKM00003772;HEATHROW UK;20150315;43;45;41
GHCND:UKM00003772;HEATHROW UK;20150316;43;47;-9999
GHCND:UKM00003772;HEATHROW UK;20150317;46;55;39
GHCND:UKM00003772;HEATHROW UK;20150318;44;53;-9999
GHCND:UKM00003772;HEATHROW UK;20150319;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150320;45;54;-9999
GHCND:UKM00003772;HEATHROW UK;20150321;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150322;43;49;-9999
GHCND:UKM00003772;HEATHROW UK;20150323;45;54;34
GHCND:UKM00003772;HEATHROW UK;20150324;45;51;-9999
GHCND:UKM00003772;HEATHROW UK;20150325;42;51;33
GHCND:UKM00003772;HEATHROW UK;20150326;46;55;38
GHCND:UKM00003772;HEATHROW UK;20150327;46;56;35
GHCND:UKM00003772;HEATHROW UK;20150328;52;58;44
GHCND:UKM00003772;HEATHROW UK;20150329;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150330;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150331;51;56;-9999
GHCND:UKM00003772;HEATHROW UK;20150401;45;54;-9999
GHCND:UKM00003772;HEATHROW UK;20150402;48;53;-9999
GHCND:UKM00003772;HEATHROW UK;20150403;49;-9999;44
GHCND:UKM00003772;HEATHROW UK;20150404;47;50;-9999
GHCND:UKM00003772;HEATHROW UK;20150405;48;56;42
GHCND:UKM00003772;HEATHROW UK;20150406;49;63;35
GHCND:UKM00003772;HEATHROW UK;20150407;52;64;39
GHCND:UKM00003772;HEATHROW UK;20150408;54;65;-9999
GHCND:UKM00003772;HEATHROW UK;20150409;53;64;-9999
GHCND:UKM00003772;HEATHROW UK;20150410;56;70;43
GHCND:UKM00003772;HEATHROW UK;20150411;51;57;-9999
GHCND:UKM00003772;HEATHROW UK;20150412;51;65;-9999
GHCND:UKM00003772;HEATHROW UK;20150413;52;63;46
GHCND:UKM00003772;HEATHROW UK;20150414;57;72;42
GHCND:UKM00003772;HEATHROW UK;20150415;62;76;48
GHCND:UKM00003772;HEATHROW UK;20150416;53;64;-9999
GHCND:UKM00003772;HEATHROW UK;20150417;51;60;-9999
GHCND:UKM00003772;HEATHROW UK;20150418;49;59;-9999
GHCND:UKM00003772;HEATHROW UK;20150419;47;53;41
GHCND:UKM00003772;HEATHROW UK;20150420;52;66;39
GHCND:UKM00003772;HEATHROW UK;20150421;53;66;40
GHCND:UKM00003772;HEATHROW UK;20150422;51;62;42
GHCND:UKM00003772;HEATHROW UK;20150423;52;-9999;43
GHCND:UKM00003772;HEATHROW UK;20150424;54;65;-9999
GHCND:UKM00003772;HEATHROW UK;20150425;56;65;-9999
GHCND:UKM00003772;HEATHROW UK;20150426;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20150427;47;56;-9999
GHCND:UKM00003772;HEATHROW UK;20150428;47;-9999;38
GHCND:UKM00003772;HEATHROW UK;20150429;49;57;-9999
GHCND:UKM00003772;HEATHROW UK;20150430;50;61;-9999
GHCND:UKM00003772;HEATHROW UK;20150501;48;56;43
GHCND:UKM00003772;HEATHROW UK;20150502;50;60;-9999
GHCND:UKM00003772;HEATHROW UK;20150503;58;69;49
